family,library,operation,size_bytes,mean_mib_per_s,median_mib_per_s,min_mib_per_s,max_mib_per_s
base64url,b64rs,encode,7897932,10975.391371,11353.178660,9459.118443,11415.595838
base64url,b64rs,encode,8388608,11084.599263,11496.022581,8806.416103,12223.071047
base64url,b64rs,encode,9182368,11666.858058,11639.772076,11351.543990,12142.592352
base64url,b64rs,encode,9900915,10914.832931,11076.672980,9295.584675,11896.578602
base64url,b64rs,encode,10675691,10734.026808,10765.797960,10513.938922,10905.509835
base64url,b64rs,encode,11511095,11730.490531,11993.515043,10528.422424,12081.763661
base64url,b64rs,encode,12411872,11910.849459,12013.075316,11435.374829,12052.943721
base64url,b64rs,encode,13383138,11799.790432,11821.906080,11388.894988,12133.924336
base64url,b64rs,encode,14430407,12149.805543,12155.373353,12078.471558,12203.879868
base64url,b64rs,encode,15559629,12172.872393,12185.796557,12101.560759,12205.843696
base64url,b64rs,encode,16777216,12128.444487,12152.283300,12029.509891,12196.865025
base64url,b64veryfast-url,decode,16,777.299792,731.205150,708.722204,885.183262
base64url,b64veryfast-url,decode,17,776.300084,739.619680,613.318581,907.041702
base64url,b64veryfast-url,decode,19,910.520831,841.920454,802.685036,1044.369568
base64url,b64veryfast-url,decode,20,960.987937,894.964636,885.327067,1071.303433
base64url,b64veryfast-url,decode,22,985.661157,968.465425,909.915646,1111.508527
base64url,b64veryfast-url,decode,23,1005.246411,1006.354803,1000.296848,1011.272904
base64url,b64veryfast-url,decode,25,1132.757575,1053.271687,1030.063852,1293.082651
base64url,b64veryfast-url,decode,27,1087.084859,1087.749516,1076.651888,1093.570311
base64url,b64veryfast-url,decode,29,1239.315033,1194.254909,1172.881899,1447.078023
base64url,b64veryfast-url,decode,32,1362.023948,1452.111635,1197.613144,1479.138141
base64url,b64veryfast-url,decode,34,1420.029740,1305.246226,1288.032365,1616.397146
base64url,b64veryfast-url,decode,37,1450.671948,1387.135376,1377.711608,1707.109323
base64url,b64veryfast-url,decode,40,1527.139324,1411.491625,1402.565360,1709.093757
base64url,b64veryfast-url,decode,43,1645.826841,1512.875216,1492.828380,1872.169266
base64url,b64veryfast-url,decode,46,1473.815479,1494.379975,1362.561143,1520.168361
base64url,b64veryfast-url,decode,50,2007.595722,2042.829056,1849.926902,2068.887358
base64url,b64veryfast-url,decode,53,2093.168965,1977.958001,1951.685025,2597.899813
base64url,b64veryfast-url,decode,58,2185.182342,2049.848442,2001.632422,2761.789013
base64url,b64veryfast-url,decode,62,2252.972142,2117.758152,2087.109341,2771.529372
base64url,b64veryfast-url,decode,67,1040.265160,1006.397530,999.220893,1139.904007
base64url,b64veryfast-url,decode,72,1132.752253,1119.226582,1105.602531,1204.218709
base64url,b64veryfast-url,decode,78,1277.407557,1314.065091,1213.722045,1326.389870
base64url,b64veryfast-url,decode,84,1294.417043,1274.925082,1269.027700,1378.474078
base64url,b64veryfast-url,decode,91,1289.106979,1277.555760,1219.875218,1380.377967
base64url,b64veryfast-url,decode,98,1506.510769,1474.133801,1467.421620,1639.478002
base64url,b64veryfast-url,decode,105,1687.277335,1641.678196,1618.905863,1779.496077
base64url,b64veryfast-url,decode,113,1685.738201,1646.171476,1616.893466,1772.657602
base64url,b64veryfast-url,decode,122,1707.091167,1671.201879,1651.301037,1785.676250
base64url,b64veryfast-url,decode,132,1743.529566,1735.302449,1701.600006,1784.534960
base64url,b64veryfast-url,decode,142,1909.944421,1878.972546,1837.434188,1995.467206
base64url,b64veryfast-url,decode,153,2137.835392,2098.238485,2088.103647,2301.942561
base64url,b64veryfast-url,decode,165,2067.641555,2198.905602,1679.215142,2243.013168
base64url,b64veryfast-url,decode,178,2383.701883,2354.703237,2200.295337,2560.181579
base64url,b64veryfast-url,decode,192,2730.451424,2675.092284,2650.202192,2929.621734
base64url,b64veryfast-url,decode,207,2733.879280,2690.505999,2659.647205,2832.169376
base64url,b64veryfast-url,decode,224,3094.786280,3035.301859,2999.167313,3307.061605
base64url,b64veryfast-url,decode,241,3464.411620,3377.581139,3355.872278,3618.388368
base64url,b64veryfast-url,decode,260,3456.240248,3394.742048,3392.917264,3596.112517
base64url,b64veryfast-url,decode,280,3543.903956,3461.803738,3442.778059,3682.891183
base64url,b64veryfast-url,decode,302,3824.614256,3865.034170,3661.237215,3982.034040
base64url,b64veryfast-url,decode,326,4033.673046,4007.583379,3941.484962,4217.636025
base64url,b64veryfast-url,decode,351,4508.783632,4551.671169,4186.678059,4836.029144
base64url,b64veryfast-url,decode,379,4180.977599,4186.585631,3917.358905,4397.108884
base64url,b64veryfast-url,decode,408,4599.016714,4482.089304,4462.647387,4796.379984
base64url,b64veryfast-url,decode,440,4944.572823,4945.774521,4723.229138,5187.659766
base64url,b64veryfast-url,decode,475,5061.583584,4974.178711,4955.837113,5241.274301
base64url,b64veryfast-url,decode,512,5113.258813,5070.201010,5029.913596,5334.368638
base64url,b64veryfast-url,decode,552,5681.958216,5592.347604,5581.669597,6039.601236
base64url,b64veryfast-url,decode,595,5719.749454,5674.094583,5546.108798,6029.531151
base64url,b64veryfast-url,decode,642,6062.658087,6008.252857,5962.929801,6341.337151
base64url,b64veryfast-url,decode,692,6534.657626,6406.853524,6339.216700,6805.471904
base64url,b64veryfast-url,decode,746,6761.417007,6667.921913,6637.327680,6996.171096
base64url,b64veryfast-url,decode,805,6772.695721,6732.960965,6657.813172,7022.685141
base64url,b64veryfast-url,decode,868,7035.157366,7030.078097,6958.402266,7150.008849
base64url,b64veryfast-url,decode,935,7130.272744,7128.505185,7104.484192,7158.705070
base64url,b64veryfast-url,decode,1009,7713.474729,7715.085971,7664.583088,7752.498263
base64url,b64veryfast-url,decode,1088,7502.119586,7505.774831,7472.712842,7534.855985
base64url,b64veryfast-url,decode,1173,7681.712896,7656.011998,7590.578054,7857.217322
base64url,b64veryfast-url,decode,1264,8384.856163,8381.065948,8265.501102,8516.848430
base64url,b64veryfast-url,decode,1363,8278.410785,8282.013174,8261.931821,8286.402842
base64url,b64veryfast-url,decode,1470,8509.185682,8559.218917,8322.303578,8574.811438
base64url,b64veryfast-url,decode,1585,8746.732179,8788.201921,8356.658502,8916.004665
base64url,b64veryfast-url,decode,1709,8596.828824,8687.526983,8111.039853,8813.692106
base64url,b64veryfast-url,decode,1843,9120.178833,9129.766784,8767.188349,9368.429780
base64url,b64veryfast-url,decode,1987,9149.072792,9148.077065,9087.648265,9205.302369
base64url,b64veryfast-url,decode,2143,9498.087221,9533.188666,9423.472417,9549.371502
base64url,b64veryfast-url,decode,2310,9638.851694,9561.646588,9528.166178,9816.972890
base64url,b64veryfast-url,decode,2491,9883.150370,9896.861686,9813.927091,9940.865517
base64url,b64veryfast-url,decode,2686,10037.267644,10019.235744,9994.344006,10098.461556
base64url,b64veryfast-url,decode,2896,10147.297793,10158.094542,10056.990503,10198.071809
base64url,b64veryfast-url,decode,3123,10393.799282,10364.608116,10313.963536,10494.760322
base64url,b64veryfast-url,decode,3367,10388.274618,10395.855724,10308.490153,10432.860975
base64url,b64veryfast-url,decode,3631,10528.726486,10476.771452,10439.667833,10641.205822
base64url,b64veryfast-url,decode,3915,10768.012548,10737.630287,10686.397597,10934.208070
base64url,b64veryfast-url,decode,4096,10696.441172,10678.807947,10649.924519,10818.690096
base64url,b64veryfast-url,decode,4552,10788.073572,10796.269201,10759.250399,10802.242424
base64url,b64veryfast-url,decode,4908,11004.759956,11021.997747,10918.478716,11082.999910
base64url,b64veryfast-url,decode,5292,11085.110443,11193.454799,10541.811756,11315.676649
base64url,b64veryfast-url,decode,5706,11235.897710,11236.905832,11120.534299,11354.647059
base64url,b64veryfast-url,decode,6152,11263.287254,11248.443333,11220.345932,11349.335791
base64url,b64veryfast-url,decode,6634,11405.187247,11411.584735,11383.552625,11415.909626
base64url,b64veryfast-url,decode,7153,11436.449304,11435.128543,11416.176081,11466.015853
base64url,b64veryfast-url,decode,7713,11406.578789,11416.600099,11348.547700,11427.205015
base64url,b64veryfast-url,decode,8316,11389.876514,11417.044793,11269.721182,11477.350563
base64url,b64veryfast-url,decode,8967,11123.110222,11259.753056,10655.600274,11368.306666
base64url,b64veryfast-url,decode,9669,10995.486785,11081.208259,10172.201528,11480.687554
base64url,b64veryfast-url,decode,10425,11807.786808,11820.494539,11759.923969,11821.608349
base64url,b64veryfast-url,decode,11241,11593.717702,11692.098341,10986.711231,11829.453687
base64url,b64veryfast-url,decode,12121,11816.644877,11820.295538,11714.866565,11907.839307
base64url,b64veryfast-url,decode,13069,11962.614808,11969.421025,11940.208132,11981.447195
base64url,b64veryfast-url,decode,14092,11753.552609,11798.554900,11588.838080,11866.264846
base64url,b64veryfast-url,decode,15195,11948.918189,11977.415299,11827.074288,12023.949368
base64url,b64veryfast-url,decode,16384,11772.140765,11899.038462,11139.064016,12000.771849
base64url,b64veryfast-url,decode,17666,12019.677916,12028.068845,11958.967772,12051.406046
base64url,b64veryfast-url,decode,19049,12106.828946,12118.516068,12011.120903,12158.609138
base64url,b64veryfast-url,decode,20539,12088.806219,12094.829312,12046.466619,12114.587758
base64url,b64veryfast-url,decode,22146,12084.819800,12097.860529,12039.319487,12115.120673
base64url,b64veryfast-url,decode,23879,12144.284949,12146.629068,12120.426435,12159.963615
base64url,b64veryfast-url,decode,25748,12616.925190,12529.842488,12377.927527,13004.381244
base64url,b64veryfast-url,decode,27763,12965.161161,13012.101369,12718.243144,13086.169239
base64url,b64veryfast-url,decode,29935,13070.753120,13066.641874,13026.449704,13122.312803
base64url,b64veryfast-url,decode,32278,13002.985484,12997.352795,12931.327338,13131.034246
base64url,b64veryfast-url,decode,34804,13153.055486,13163.906404,13101.714021,13212.288296
base64url,b64veryfast-url,decode,37527,13040.543596,13041.452546,12993.155380,13084.776915
base64url,b64veryfast-url,decode,40464,12776.039697,12815.384062,12398.687525,13137.504225
base64url,b64veryfast-url,decode,43630,13047.722249,13019.335503,12990.323291,13130.259528
base64url,b64veryfast-url,decode,47045,12617.836541,12461.998372,12415.236652,13051.506842
base64url,b64veryfast-url,decode,50726,12741.508956,12664.196192,12550.781676,13093.145488
base64url,b64veryfast-url,decode,54695,12624.412202,12424.891453,12357.627680,12995.359758
base64url,b64veryfast-url,decode,58975,12902.310923,13054.623374,12555.425657,13115.590200
base64url,b64veryfast-url,decode,65536,12895.497272,12930.569677,12754.908218,12986.184170
base64url,b64veryfast-url,decode,68567,12790.580667,12734.735747,12587.208334,13030.614189
base64url,b64veryfast-url,decode,73932,12285.688651,12368.696814,11797.501105,12503.134947
base64url,b64veryfast-url,decode,79717,12087.573854,12206.384475,11843.198490,12309.227790
base64url,b64veryfast-url,decode,85956,12097.847489,12170.115901,11636.601140,12343.785928
base64url,b64veryfast-url,decode,92682,12615.065592,12572.112426,12309.080325,12916.339036
base64url,b64veryfast-url,decode,99935,12150.078013,12034.109951,11736.447703,12734.124315
base64url,b64veryfast-url,decode,107755,10124.726061,10148.821189,9379.237696,10863.502978
base64url,b64veryfast-url,decode,116187,12446.403649,12456.942988,12084.541371,12972.021139
base64url,b64veryfast-url,decode,125279,13006.700037,12971.465112,12884.527107,13305.389647
base64url,b64veryfast-url,decode,135082,12546.830069,12624.008343,12138.947541,12914.467133
base64url,b64veryfast-url,decode,145653,11071.546047,11084.922859,10469.602188,11655.082220
base64url,b64veryfast-url,decode,157051,11944.238954,12286.203142,11209.875888,12507.049802
base64url,b64veryfast-url,decode,169340,11614.083515,11798.212344,10459.453974,12566.706565
base64url,b64veryfast-url,decode,182592,11927.932252,11880.765273,11274.113618,12446.917385
base64url,b64veryfast-url,decode,196880,10932.976058,10943.545819,10874.232681,10980.617451
base64url,b64veryfast-url,decode,212286,10668.217149,10703.795857,9629.340360,11353.454637
base64url,b64veryfast-url,decode,228898,11405.689341,11342.619979,11133.640001,11900.579479
base64url,b64veryfast-url,decode,246810,11273.072788,11282.094681,10944.070245,11472.580660
base64url,b64veryfast-url,decode,266124,11340.437488,11440.963672,10512.903247,11968.749722
base64url,b64veryfast-url,decode,286949,10615.710876,10823.120851,10090.000132,11082.061186
base64url,b64veryfast-url,decode,309404,10032.208575,10001.152104,9636.459420,10400.712307
base64url,b64veryfast-url,decode,333615,10111.756590,9935.436445,9203.986583,11692.278626
base64url,b64veryfast-url,decode,359722,11348.057548,11546.874199,10933.315825,11680.184341
base64url,b64veryfast-url,decode,387871,11067.843363,10848.359830,10741.115148,11616.639613
base64url,b64veryfast-url,decode,418223,7673.522012,7755.777032,6566.481059,8353.954164
base64url,b64veryfast-url,decode,450950,9542.096635,9489.300283,9304.842407,9977.481618
base64url,b64veryfast-url,decode,486238,8015.993907,8442.259571,6845.615990,8713.798189
base64url,b64veryfast-url,decode,524288,7486.545483,7586.417865,7179.873194,7668.521954
base64url,b64veryfast-url,decode,565315,6854.072039,6985.771368,6535.211828,7098.670015
base64url,b64veryfast-url,decode,609553,6913.910612,6976.968056,6498.119338,7285.260108
base64url,b64veryfast-url,decode,657252,7139.563254,7058.350468,6973.264199,7412.246662
base64url,b64veryfast-url,decode,708684,7498.374255,7718.499279,6482.584646,7853.275284
base64url,b64veryfast-url,decode,764140,7408.527989,7423.737911,7253.601556,7559.453937
base64url,b64veryfast-url,decode,823937,7739.180638,7726.678632,7505.274068,7955.590513
base64url,b64veryfast-url,decode,888412,7580.978380,7595.133279,7482.557193,7637.264629
base64url,b64veryfast-url,decode,957933,7943.202059,7979.402555,7816.761634,8035.298979
base64url,b64veryfast-url,decode,1048576,7513.674263,7522.490712,7321.300502,7631.447795
base64url,b64veryfast-url,decode,1113721,7933.644464,7984.167232,7689.144160,8074.198068
base64url,b64veryfast-url,decode,1200873,7437.231693,7497.694305,7020.549836,7686.756201
base64url,b64veryfast-url,decode,1294845,7501.649356,7579.512055,7048.122449,7988.961395
base64url,b64veryfast-url,decode,1396170,8447.066852,8541.067851,8211.841667,8577.280227
base64url,b64veryfast-url,decode,1505425,8213.079366,8265.117580,7894.026277,8402.216008
base64url,b64veryfast-url,decode,1623229,8004.060646,8028.709652,7901.758916,8091.818516
base64url,b64veryfast-url,decode,1750251,7881.993628,7735.428000,7125.176245,8439.600855
base64url,b64veryfast-url,decode,1887213,8302.872570,8298.829460,8165.317611,8429.213647
base64url,b64veryfast-url,decode,2034893,7952.188974,7947.609646,7887.096927,8038.243024
base64url,b64veryfast-url,decode,2194130,8236.710333,8323.276783,7903.505331,8437.999015
base64url,b64veryfast-url,decode,2365827,7725.533312,7645.640281,7522.883329,8130.102229
base64url,b64veryfast-url,decode,2550960,7939.740135,8014.800032,7585.109232,8142.161008
base64url,b64veryfast-url,decode,2750580,7887.408455,7885.110201,7617.270440,8233.909489
base64url,b64veryfast-url,decode,2965821,7596.949174,7773.384541,7159.100246,7813.586106
base64url,b64veryfast-url,decode,3197905,8379.940186,8394.786378,8307.429008,8477.640877
base64url,b64veryfast-url,decode,3448150,7391.027565,7353.701945,7177.849449,7582.033316
base64url,b64veryfast-url,decode,3717978,7920.951139,7889.394829,7204.773669,8503.722280
base64url,b64veryfast-url,decode,4008921,7706.312616,7660.198345,7465.530841,7965.010405
base64url,b64veryfast-url,decode,4194304,8180.388098,8402.759543,7541.510445,8457.065975
base64url,b64veryfast-url,decode,4660890,9151.092865,8963.025299,8644.353860,10465.385149
base64url,b64veryfast-url,decode,5025618,9134.140907,9034.390473,8216.538271,10442.427108
base64url,b64veryfast-url,decode,5418887,9009.648157,9008.936119,8407.807394,9492.478730
base64url,b64veryfast-url,decode,5842931,8858.311439,8954.358453,8308.664064,9390.486694
base64url,b64veryfast-url,decode,6300158,9326.664012,9489.675179,8826.809474,9814.975954
base64url,b64veryfast-url,decode,6793164,9369.379632,9260.373241,8913.242395,9925.815745
base64url,b64veryfast-url,decode,7324749,9537.493592,9591.048215,8871.157841,10121.022451
base64url,b64veryfast-url,decode,7897932,9906.588351,9877.982574,9511.076664,10291.018787
base64url,b64veryfast-url,decode,8388608,10719.369851,10622.233793,10454.300869,11136.282993
base64url,b64veryfast-url,decode,9182368,11166.308564,11180.887170,10662.487230,11637.194054
base64url,b64veryfast-url,decode,9900915,11042.817049,11017.058108,10620.860395,11883.020821
base64url,b64veryfast-url,decode,10675691,11864.507278,11814.191071,11552.589758,12234.417053
base64url,b64veryfast-url,decode,11511095,12123.086917,12329.884559,11538.915417,12355.470631
base64url,b64veryfast-url,decode,12411872,12349.550666,12455.225209,11912.199386,12547.217982
base64url,b64veryfast-url,decode,13383138,12363.196606,12465.423146,11990.245323,12503.467580
base64url,b64veryfast-url,decode,14430407,11400.837799,11654.120234,10910.206326,11729.473840
base64url,b64veryfast-url,decode,15559629,12242.691590,12213.019383,12139.747928,12365.682125
base64url,b64veryfast-url,decode,16777216,12406.250272,12381.984213,12199.213151,12547.051443
base64url,b64veryfast-url,encode,16,842.706430,917.656306,727.648501,921.647080
base64url,b64veryfast-url,encode,17,815.267631,751.551241,732.005751,925.897395
base64url,b64veryfast-url,encode,19,910.059195,842.155234,823.702701,1036.128317
