family,library,operation,size_bytes,iterations,run,elapsed_us,mib_per_s
standard,otp-base64,encode,16,500000,1,33957,224.678109
standard,otp-base64,encode,16,500000,2,38370,198.837491
standard,otp-base64,encode,16,500000,3,32841,232.313100
standard,otp-base64,encode,16,500000,4,36287,210.251455
standard,otp-base64,encode,16,500000,5,36290,210.234074
standard,otp-base64,decode,16,500000,1,43923,173.699304
standard,otp-base64,decode,16,500000,2,38606,197.621990
standard,otp-base64,decode,16,500000,3,46590,163.756053
standard,otp-base64,decode,16,500000,4,46619,163.654187
standard,otp-base64,decode,16,500000,5,38294,199.232113
standard,b64fast,encode,16,500000,1,107592,70.910426
standard,b64fast,encode,16,500000,2,106524,71.621367
standard,b64fast,encode,16,500000,3,107682,70.851159
standard,b64fast,encode,16,500000,4,107444,71.008102
standard,b64fast,encode,16,500000,5,108079,70.590906
standard,b64fast,decode,16,500000,1,108662,70.212167
standard,b64fast,decode,16,500000,2,106798,71.437616
standard,b64fast,decode,16,500000,3,107496,70.973753
standard,b64fast,decode,16,500000,4,105588,72.256265
standard,b64fast,decode,16,500000,5,106444,71.675196
standard,b64veryfast,encode,16,500000,1,10570,721.797023
standard,b64veryfast,encode,16,500000,2,10386,734.584492
standard,b64veryfast,encode,16,500000,3,10352,736.997153
standard,b64veryfast,encode,16,500000,4,10376,735.292457
standard,b64veryfast,encode,16,500000,5,10342,737.709779
standard,b64veryfast,decode,16,500000,1,11110,686.714179
standard,b64veryfast,decode,16,500000,2,11179,682.475582
standard,b64veryfast,decode,16,500000,3,11011,692.888433
standard,b64veryfast,decode,16,500000,4,10968,695.604899
standard,b64veryfast,decode,16,500000,5,9981,764.391798
standard,b64veryfast-trusted,decode,16,500000,1,11020,692.322553
standard,b64veryfast-trusted,decode,16,500000,2,9271,822.931133
standard,b64veryfast-trusted,decode,16,500000,3,10929,698.087156
standard,b64veryfast-trusted,decode,16,500000,4,11024,692.071347
standard,b64veryfast-trusted,decode,16,500000,5,9222,827.303679
base64url,otp-base64-url,encode,16,500000,1,36589,208.516071
base64url,otp-base64-url,encode,16,500000,2,32495,234.786722
base64url,otp-base64-url,encode,16,500000,3,37947,201.053958
base64url,otp-base64-url,encode,16,500000,4,36721,207.766524
base64url,otp-base64-url,encode,16,500000,5,36390,209.656349
base64url,otp-base64-url,decode,16,500000,1,39031,195.470127
base64url,otp-base64-url,decode,16,500000,2,38440,198.475404
base64url,otp-base64-url,decode,16,500000,3,35987,212.004183
base64url,otp-base64-url,decode,16,500000,4,39999,190.739632
base64url,otp-base64-url,decode,16,500000,5,40203,189.771772
base64url,b64rs,encode,16,500000,1,18666,408.732162
base64url,b64rs,encode,16,500000,2,18519,411.976593
base64url,b64rs,encode,16,500000,3,18655,408.973172
base64url,b64rs,encode,16,500000,4,18594,410.314861
base64url,b64rs,encode,16,500000,5,18359,415.566999
base64url,b64rs,decode,16,500000,1,29472,258.869250
base64url,b64rs,decode,16,500000,2,28928,263.737366
base64url,b64rs,decode,16,500000,3,29058,262.557455
base64url,b64rs,decode,16,500000,4,28454,268.130826
base64url,b64rs,decode,16,500000,5,27733,275.101667
base64url,b64veryfast-url,encode,16,500000,1,10628,717.857972
base64url,b64veryfast-url,encode,16,500000,2,8984,849.220228
base64url,b64veryfast-url,encode,16,500000,3,10667,715.233386
base64url,b64veryfast-url,encode,16,500000,4,10606,719.347024
base64url,b64veryfast-url,encode,16,500000,5,10557,722.685851
base64url,b64veryfast-url,decode,16,500000,1,10928,698.151037
base64url,b64veryfast-url,decode,16,500000,2,10413,732.679778
base64url,b64veryfast-url,decode,16,500000,3,10636,717.318027
base64url,b64veryfast-url,decode,16,500000,4,10605,719.414854
base64url,b64veryfast-url,decode,16,500000,5,9761,781.620175
base64url,b64veryfast-url-trusted,decode,16,500000,1,10640,717.048358
base64url,b64veryfast-url-trusted,decode,16,500000,2,8979,849.693121
base64url,b64veryfast-url-trusted,decode,16,500000,3,10716,711.962909
base64url,b64veryfast-url-trusted,decode,16,500000,4,10532,724.401304
base64url,b64veryfast-url-trusted,decode,16,500000,5,9205,828.831562
standard,otp-base64,encode,23,500000,1,40430,271.265264
standard,otp-base64,encode,23,500000,2,35988,304.747545
standard,otp-base64,encode,23,500000,3,40071,273.695556
standard,otp-base64,encode,23,500000,4,41423,264.762442
standard,otp-base64,encode,23,500000,5,39901,274.861649
standard,otp-base64,decode,23,500000,1,52288,209.747067
standard,otp-base64,decode,23,500000,2,51906,211.290692
standard,otp-base64,decode,23,500000,3,43654,251.231379
standard,otp-base64,decode,23,500000,4,52726,208.004678
standard,otp-base64,decode,23,500000,5,51847,211.531133
standard,b64fast,encode,23,500000,1,108192,101.368443
standard,b64fast,encode,23,500000,2,107970,101.576870
standard,b64fast,encode,23,500000,3,107317,102.194942
standard,b64fast,encode,23,500000,4,108677,100.916060
standard,b64fast,encode,23,500000,5,103933,105.522352
standard,b64fast,decode,23,500000,1,107957,101.589102
standard,b64fast,decode,23,500000,2,107016,102.482382
standard,b64fast,decode,23,500000,3,108424,101.151541
standard,b64fast,decode,23,500000,4,108509,101.072304
standard,b64fast,decode,23,500000,5,107963,101.583456
standard,b64veryfast,encode,23,500000,1,11238,975.908048
standard,b64veryfast,encode,23,500000,2,11237,975.994895
standard,b64veryfast,encode,23,500000,3,11050,992.511732
standard,b64veryfast,encode,23,500000,4,11400,962.039881
standard,b64veryfast,encode,23,500000,5,11150,983.610281
standard,b64veryfast,decode,23,500000,1,10384,1056.168590
standard,b64veryfast,decode,23,500000,2,12111,905.561443
standard,b64veryfast,decode,23,500000,3,11858,924.882327
standard,b64veryfast,decode,23,500000,4,12187,899.914223
standard,b64veryfast,decode,23,500000,5,11682,938.816524
standard,b64veryfast-trusted,decode,23,500000,1,12160,901.912388
standard,b64veryfast-trusted,decode,23,500000,2,12061,909.315533
standard,b64veryfast-trusted,decode,23,500000,3,11973,915.998884
standard,b64veryfast-trusted,decode,23,500000,4,12034,911.355712
standard,b64veryfast-trusted,decode,23,500000,5,11541,950.286339
base64url,otp-base64-url,encode,23,500000,1,36322,301.945230
base64url,otp-base64-url,encode,23,500000,2,40414,271.372659
base64url,otp-base64-url,encode,23,500000,3,40462,271.050730
base64url,otp-base64-url,encode,23,500000,4,40923,267.997328
base64url,otp-base64-url,encode,23,500000,5,40292,272.194347
base64url,otp-base64-url,decode,23,500000,1,48165,227.701747
base64url,otp-base64-url,decode,23,500000,2,41488,264.347634
base64url,otp-base64-url,decode,23,500000,3,45301,242.097407
base64url,otp-base64-url,decode,23,500000,4,45033,243.538175
base64url,otp-base64-url,decode,23,500000,5,44918,244.161687
base64url,b64rs,encode,23,500000,1,19683,557.194261
base64url,b64rs,encode,23,500000,2,17434,629.072768
base64url,b64rs,encode,23,500000,3,19531,561.530625
base64url,b64rs,encode,23,500000,4,19877,551.756032
base64url,b64rs,encode,23,500000,5,19471,563.260985
base64url,b64rs,decode,23,500000,1,32336,339.165470
base64url,b64rs,decode,23,500000,2,29935,366.368954
base64url,b64rs,decode,23,500000,3,31676,346.232310
base64url,b64rs,decode,23,500000,4,31632,346.713918
base64url,b64rs,decode,23,500000,5,31602,347.043055
base64url,b64veryfast-url,encode,23,500000,1,11452,957.671554
base64url,b64veryfast-url,encode,23,500000,2,11633,942.770965
base64url,b64veryfast-url,encode,23,500000,3,11581,947.004114
base64url,b64veryfast-url,encode,23,500000,4,11443,958.424770
base64url,b64veryfast-url,encode,23,500000,5,11318,969.009952
base64url,b64veryfast-url,decode,23,500000,1,10201,1075.115640
base64url,b64veryfast-url,decode,23,500000,2,11614,944.313298
base64url,b64veryfast-url,decode,23,500000,3,11789,930.295584
base64url,b64veryfast-url,decode,23,500000,4,11867,924.180891
base64url,b64veryfast-url,decode,23,500000,5,11778,931.164428
base64url,b64veryfast-url-trusted,decode,23,500000,1,11702,937.211984
base64url,b64veryfast-url-trusted,decode,23,500000,2,11775,931.401668
base64url,b64veryfast-url-trusted,decode,23,500000,3,11843,926.053757
base64url,b64veryfast-url-trusted,decode,23,500000,4,11830,927.071398
base64url,b64veryfast-url-trusted,decode,23,500000,5,11501,953.591395
standard,otp-base64,encode,32,500000,1,40239,379.203983
standard,otp-base64,encode,32,500000,2,44130,345.769070
standard,otp-base64,encode,32,500000,3,40333,378.320211
standard,otp-base64,encode,32,500000,4,44128,345.784741
standard,otp-base64,encode,32,500000,5,40233,379.260534
standard,otp-base64,decode,32,500000,1,61550,247.908839
standard,otp-base64,decode,32,500000,2,54992,277.472888
standard,otp-base64,decode,32,500000,3,62210,245.278718
standard,otp-base64,decode,32,500000,4,61922,246.419513
standard,otp-base64,decode,32,500000,5,62395,244.551471
standard,b64fast,encode,32,500000,1,105118,145.158670
standard,b64fast,encode,32,500000,2,109317,139.582947
standard,b64fast,encode,32,500000,3,109424,139.446457
standard,b64fast,encode,32,500000,4,109361,139.526788
standard,b64fast,encode,32,500000,5,109547,139.289885
standard,b64fast,decode,32,500000,1,109526,139.316592
standard,b64fast,decode,32,500000,2,109732,139.055053
standard,b64fast,decode,32,500000,3,108052,141.217090
standard,b64fast,decode,32,500000,4,109257,139.659601
standard,b64fast,decode,32,500000,5,109596,139.227609
standard,b64veryfast,encode,32,500000,1,12323,1238.236555
standard,b64veryfast,encode,32,500000,2,12155,1255.350807
standard,b64veryfast,encode,32,500000,3,9603,1588.960644
standard,b64veryfast,encode,32,500000,4,12145,1256.384443
standard,b64veryfast,encode,32,500000,5,9287,1643.026711
standard,b64veryfast,decode,32,500000,1,13103,1164.526373
standard,b64veryfast,decode,32,500000,2,10935,1395.408236
standard,b64veryfast,decode,32,500000,3,12764,1195.455113
standard,b64veryfast,decode,32,500000,4,10845,1406.988388
standard,b64veryfast,decode,32,500000,5,13064,1168.002837
standard,b64veryfast-trusted,decode,32,500000,1,12973,1176.195873
standard,b64veryfast-trusted,decode,32,500000,2,10899,1400.017347
standard,b64veryfast-trusted,decode,32,500000,3,12767,1195.174204
standard,b64veryfast-trusted,decode,32,500000,4,12838,1188.564345
standard,b64veryfast-trusted,decode,32,500000,5,13096,1165.148829
base64url,otp-base64-url,encode,32,500000,1,40091,380.603853
base64url,otp-base64-url,encode,32,500000,2,43866,347.850022
base64url,otp-base64-url,encode,32,500000,3,39772,383.656569
base64url,otp-base64-url,encode,32,500000,4,44003,346.767017
base64url,otp-base64-url,encode,32,500000,5,39946,381.985407
base64url,otp-base64-url,decode,32,500000,1,53977,282.690573
base64url,otp-base64-url,decode,32,500000,2,55465,275.106627
base64url,otp-base64-url,decode,32,500000,3,54955,277.659705
base64url,otp-base64-url,decode,32,500000,4,54223,281.408057
base64url,otp-base64-url,decode,32,500000,5,53411,285.686264
base64url,b64rs,encode,32,500000,1,21734,702.069985
base64url,b64rs,encode,32,500000,2,18781,812.458818
base64url,b64rs,encode,32,500000,3,21566,707.539139
base64url,b64rs,encode,32,500000,4,18477,825.826112
base64url,b64rs,encode,32,500000,5,21301,716.341442
base64url,b64rs,decode,32,500000,1,30916,493.556381
base64url,b64rs,decode,32,500000,2,28454,536.261653
base64url,b64rs,decode,32,500000,3,30604,498.588062
base64url,b64rs,decode,32,500000,4,28417,536.959885
base64url,b64rs,decode,32,500000,5,30726,496.608379
base64url,b64veryfast-url,encode,32,500000,1,12277,1242.876033
base64url,b64veryfast-url,encode,32,500000,2,12109,1260.119668
base64url,b64veryfast-url,encode,32,500000,3,9579,1592.941754
base64url,b64veryfast-url,encode,32,500000,4,12232,1247.448419
base64url,b64veryfast-url,encode,32,500000,5,9220,1654.966276
base64url,b64veryfast-url,decode,32,500000,1,12966,1176.830870
base64url,b64veryfast-url,decode,32,500000,2,10738,1421.008480
base64url,b64veryfast-url,decode,32,500000,3,12962,1177.194034
base64url,b64veryfast-url,decode,32,500000,4,10874,1403.236073
base64url,b64veryfast-url,decode,32,500000,5,12855,1186.992537
base64url,b64veryfast-url-trusted,decode,32,500000,1,12628,1208.329828
base64url,b64veryfast-url-trusted,decode,32,500000,2,12786,1193.398175
base64url,b64veryfast-url-trusted,decode,32,500000,3,12916,1181.386580
base64url,b64veryfast-url-trusted,decode,32,500000,4,12831,1189.212771
base64url,b64veryfast-url-trusted,decode,32,500000,5,12507,1220.019914
standard,otp-base64,encode,45,500000,1,55810,384.477193
standard,otp-base64,encode,45,500000,2,52134,411.586913
standard,otp-base64,encode,45,500000,3,48013,446.913797
standard,otp-base64,encode,45,500000,4,51902,413.426691
standard,otp-base64,encode,45,500000,5,48046,446.606838
standard,otp-base64,decode,45,500000,1,65777,326.218467
standard,otp-base64,decode,45,500000,2,60706,353.468720
standard,otp-base64,decode,45,500000,3,66640,321.993879
standard,otp-base64,decode,45,500000,4,60912,352.273314
standard,otp-base64,decode,45,500000,5,65954,325.342998
standard,b64fast,encode,45,500000,1,117498,182.621595
standard,b64fast,encode,45,500000,2,110562,194.078183
standard,b64fast,encode,45,500000,3,111881,191.790135
standard,b64fast,encode,45,500000,4,118082,181.718400
standard,b64fast,encode,45,500000,5,113455,189.129365
standard,b64fast,decode,45,500000,1,112209,191.229510
standard,b64fast,decode,45,500000,2,113760,188.622294
standard,b64fast,decode,45,500000,3,111664,192.162847
standard,b64fast,decode,45,500000,4,108956,196.938876
standard,b64fast,decode,45,500000,5,120718,177.750394
standard,b64veryfast,encode,45,500000,1,13677,1568.887338
standard,b64veryfast,encode,45,500000,2,13729,1562.945016
standard,b64veryfast,encode,45,500000,3,13501,1589.339465
standard,b64veryfast,encode,45,500000,4,13456,1594.654587
standard,b64veryfast,encode,45,500000,5,13374,1604.431892
standard,b64veryfast,decode,45,500000,1,14433,1486.709078
standard,b64veryfast,decode,45,500000,2,11698,1834.302626
standard,b64veryfast,decode,45,500000,3,14508,1479.023444
standard,b64veryfast,decode,45,500000,4,11846,1811.385457
standard,b64veryfast,decode,45,500000,5,14352,1495.099785
standard,b64veryfast-trusted,decode,45,500000,1,14340,1496.350915
standard,b64veryfast-trusted,decode,45,500000,2,11905,1802.408410
standard,b64veryfast-trusted,decode,45,500000,3,14290,1501.586572
standard,b64veryfast-trusted,decode,45,500000,4,11594,1850.756609
standard,b64veryfast-trusted,decode,45,500000,5,14225,1508.447952
base64url,otp-base64-url,encode,45,500000,1,51496,416.686192
base64url,otp-base64-url,encode,45,500000,2,51381,417.618811
base64url,otp-base64-url,encode,45,500000,3,51078,420.096169
base64url,otp-base64-url,encode,45,500000,4,51514,416.540593
base64url,otp-base64-url,encode,45,500000,5,52590,408.018105
base64url,otp-base64-url,decode,45,500000,1,60614,354.005215
base64url,otp-base64-url,decode,45,500000,2,65037,329.930226
base64url,otp-base64-url,decode,45,500000,3,59814,358.739963
base64url,otp-base64-url,decode,45,500000,4,64643,331.941156
base64url,otp-base64-url,decode,45,500000,5,59851,358.518189
base64url,b64rs,encode,45,500000,1,22547,951.686349
base64url,b64rs,encode,45,500000,2,22544,951.812993
base64url,b64rs,encode,45,500000,3,22205,966.344162
base64url,b64rs,encode,45,500000,4,22299,962.270600
base64url,b64rs,encode,45,500000,5,22219,965.735277
base64url,b64rs,decode,45,500000,1,34851,615.697458
base64url,b64rs,decode,45,500000,2,31851,673.689119
base64url,b64rs,decode,45,500000,3,34759,617.327084
base64url,b64rs,decode,45,500000,4,31993,670.698969
base64url,b64rs,decode,45,500000,5,34648,619.304783
base64url,b64veryfast-url,encode,45,500000,1,13726,1563.286618
base64url,b64veryfast-url,encode,45,500000,2,13719,1564.084271
base64url,b64veryfast-url,encode,45,500000,3,13685,1567.970195
base64url,b64veryfast-url,encode,45,500000,4,13655,1571.415022
base64url,b64veryfast-url,encode,45,500000,5,13590,1578.930987
base64url,b64veryfast-url,decode,45,500000,1,14315,1498.964172
base64url,b64veryfast-url,decode,45,500000,2,11744,1827.117858
base64url,b64veryfast-url,decode,45,500000,3,14374,1492.811473
base64url,b64veryfast-url,decode,45,500000,4,11605,1849.002337
base64url,b64veryfast-url,decode,45,500000,5,14435,1486.503091
base64url,b64veryfast-url-trusted,decode,45,500000,1,14182,1513.021585
base64url,b64veryfast-url-trusted,decode,45,500000,2,11862,1808.942178
base64url,b64veryfast-url-trusted,decode,45,500000,3,14427,1487.327381
base64url,b64veryfast-url-trusted,decode,45,500000,4,11482,1868.809625
base64url,b64veryfast-url-trusted,decode,45,500000,5,14321,1498.336158
standard,otp-base64,encode,64,500000,1,64250,474.981761
standard,otp-base64,encode,64,500000,2,60449,504.848354
standard,otp-base64,encode,64,500000,3,64250,474.981761
standard,otp-base64,encode,64,500000,4,60461,504.748154
standard,otp-base64,encode,64,500000,5,65374,466.815219
standard,otp-base64,decode,64,500000,1,92074,331.446208
standard,otp-base64,decode,64,500000,2,91793,332.460843
standard,otp-base64,decode,64,500000,3,90942,335.571882
standard,otp-base64,decode,64,500000,4,91054,335.159116
standard,otp-base64,decode,64,500000,5,90724,336.378225
standard,b64fast,encode,64,500000,1,109480,278.750257
standard,b64fast,encode,64,500000,2,113506,268.863127
standard,b64fast,encode,64,500000,3,109592,278.465382
standard,b64fast,encode,64,500000,4,113701,268.402020
standard,b64fast,encode,64,500000,5,114357,266.862353
standard,b64fast,decode,64,500000,1,114378,266.813357
standard,b64fast,decode,64,500000,2,121024,252.161374
standard,b64fast,decode,64,500000,3,116482,261.993940
standard,b64fast,decode,64,500000,4,111599,273.457451
standard,b64fast,decode,64,500000,5,115077,265.192681
standard,b64veryfast,encode,64,500000,1,30273,1008.079084
standard,b64veryfast,encode,64,500000,2,29753,1025.697514
standard,b64veryfast,encode,64,500000,3,29879,1021.372138
standard,b64veryfast,encode,64,500000,4,29722,1026.767315
standard,b64veryfast,encode,64,500000,5,29753,1025.697514
standard,b64veryfast,decode,64,500000,1,14591,2091.534379
standard,b64veryfast,decode,64,500000,2,14630,2085.958860
standard,b64veryfast,decode,64,500000,3,14800,2061.998522
standard,b64veryfast,decode,64,500000,4,11292,2702.583964
standard,b64veryfast,decode,64,500000,5,14683,2078.429349
standard,b64veryfast-trusted,decode,64,500000,1,11359,2686.643025
standard,b64veryfast-trusted,decode,64,500000,2,14457,2110.920532
standard,b64veryfast-trusted,decode,64,500000,3,14510,2103.210071
standard,b64veryfast-trusted,decode,64,500000,4,14280,2137.085303
standard,b64veryfast-trusted,decode,64,500000,5,14476,2108.149912
base64url,otp-base64-url,encode,64,500000,1,63822,478.167060
base64url,otp-base64-url,encode,64,500000,2,61246,498.278714
base64url,otp-base64-url,encode,64,500000,3,64907,470.173912
base64url,otp-base64-url,encode,64,500000,4,60194,506.987044
base64url,otp-base64-url,encode,64,500000,5,65416,466.515503
base64url,otp-base64-url,decode,64,500000,1,80602,378.620606
base64url,otp-base64-url,decode,64,500000,2,83463,365.641999
base64url,otp-base64-url,decode,64,500000,3,76305,399.942050
base64url,otp-base64-url,decode,64,500000,4,87708,347.945206
base64url,otp-base64-url,decode,64,500000,5,84450,361.368598
base64url,b64rs,encode,64,500000,1,37381,816.392770
base64url,b64rs,encode,64,500000,2,40066,761.682677
base64url,b64rs,encode,64,500000,3,39283,776.864754
base64url,b64rs,encode,64,500000,4,39801,766.754055
base64url,b64rs,encode,64,500000,5,39161,779.284955
base64url,b64rs,decode,64,500000,1,33991,897.813484
base64url,b64rs,decode,64,500000,2,34352,888.378497
base64url,b64rs,decode,64,500000,3,33781,903.394752
base64url,b64rs,decode,64,500000,4,30332,1006.118229
base64url,b64rs,decode,64,500000,5,33731,904.733869
base64url,b64veryfast-url,encode,64,500000,1,29502,1034.424043
base64url,b64veryfast-url,encode,64,500000,2,27078,1127.024822
base64url,b64veryfast-url,encode,64,500000,3,29735,1026.318417
base64url,b64veryfast-url,encode,64,500000,4,29394,1038.224744
base64url,b64veryfast-url,encode,64,500000,5,29438,1036.672944
base64url,b64veryfast-url,decode,64,500000,1,14691,2077.297538
base64url,b64veryfast-url,decode,64,500000,2,14469,2109.169820
base64url,b64veryfast-url,decode,64,500000,3,14618,2087.671236
base64url,b64veryfast-url,decode,64,500000,4,10977,2780.138301
base64url,b64veryfast-url,decode,64,500000,5,14526,2100.893441
base64url,b64veryfast-url-trusted,decode,64,500000,1,14220,2146.102540
base64url,b64veryfast-url-trusted,decode,64,500000,2,14185,2151.397823
base64url,b64veryfast-url-trusted,decode,64,500000,3,14129,2159.924844
base64url,b64veryfast-url-trusted,decode,64,500000,4,14017,2177.183286
base64url,b64veryfast-url-trusted,decode,64,500000,5,14155,2155.957480
standard,otp-base64,encode,91,500000,1,79469,546.026518
standard,otp-base64,encode,91,500000,2,75500,574.730879
standard,otp-base64,encode,91,500000,3,80530,538.832502
standard,otp-base64,encode,91,500000,4,75566,574.228904
standard,otp-base64,encode,91,500000,5,79403,546.480377
standard,otp-base64,decode,91,500000,1,105108,412.834241
standard,otp-base64,decode,91,500000,2,112894,384.362157
standard,otp-base64,decode,91,500000,3,112897,384.351944
standard,otp-base64,decode,91,500000,4,111947,387.613615
standard,otp-base64,decode,91,500000,5,111932,387.665559
standard,b64fast,encode,91,500000,1,118969,364.735195
standard,b64fast,encode,91,500000,2,116845,371.365325
standard,b64fast,encode,91,500000,3,117029,370.781442
standard,b64fast,encode,91,500000,4,116912,371.152503
standard,b64fast,encode,91,500000,5,117236,370.126765
standard,b64fast,decode,91,500000,1,116424,372.708216
standard,b64fast,decode,91,500000,2,116286,373.150520
standard,b64fast,decode,91,500000,3,117606,368.962310
standard,b64fast,decode,91,500000,4,112594,385.386267
standard,b64fast,decode,91,500000,5,116502,372.458682
standard,b64veryfast,encode,91,500000,1,29607,1465.605478
standard,b64veryfast,encode,91,500000,2,31528,1376.306185
standard,b64veryfast,encode,91,500000,3,31549,1375.390072
standard,b64veryfast,encode,91,500000,4,29658,1463.085218
standard,b64veryfast,encode,91,500000,5,31613,1372.605618
standard,b64veryfast,decode,91,500000,1,33865,1281.328256
standard,b64veryfast,decode,91,500000,2,34022,1275.415361
standard,b64veryfast,decode,91,500000,3,33358,1300.802848
standard,b64veryfast,decode,91,500000,4,33564,1292.819133
standard,b64veryfast,decode,91,500000,5,33707,1287.334423
standard,b64veryfast-trusted,decode,91,500000,1,31676,1369.875660
standard,b64veryfast-trusted,decode,91,500000,2,33247,1305.145769
standard,b64veryfast-trusted,decode,91,500000,3,33649,1289.553371
standard,b64veryfast-trusted,decode,91,500000,4,33848,1281.971797
standard,b64veryfast-trusted,decode,91,500000,5,34075,1273.431589
base64url,otp-base64-url,encode,91,500000,1,81846,530.168626
base64url,otp-base64-url,encode,91,500000,2,78029,556.103262
base64url,otp-base64-url,encode,91,500000,3,82183,527.994614
base64url,otp-base64-url,encode,91,500000,4,78255,554.497238
base64url,otp-base64-url,encode,91,500000,5,82017,529.063260
base64url,otp-base64-url,decode,91,500000,1,109253,397.171532
base64url,otp-base64-url,decode,91,500000,2,101297,428.365908
base64url,otp-base64-url,decode,91,500000,3,106861,406.061907
base64url,otp-base64-url,decode,91,500000,4,100621,431.243790
base64url,otp-base64-url,decode,91,500000,5,106608,407.025565
base64url,b64rs,encode,91,500000,1,42769,1014.570867
base64url,b64rs,encode,91,500000,2,40681,1066.644905
base64url,b64rs,encode,91,500000,3,42659,1017.187027
base64url,b64rs,encode,91,500000,4,42423,1022.845659
base64url,b64rs,encode,91,500000,5,43006,1008.979710
base64url,b64rs,decode,91,500000,1,58744,738.665760
base64url,b64rs,decode,91,500000,2,58190,745.698254
base64url,b64rs,decode,91,500000,3,58101,746.840526
base64url,b64rs,decode,91,500000,4,57579,753.611237
base64url,b64rs,decode,91,500000,5,57380,756.224841
base64url,b64veryfast-url,encode,91,500000,1,33284,1303.694910
base64url,b64veryfast-url,encode,91,500000,2,31303,1386.198812
base64url,b64veryfast-url,encode,91,500000,3,33177,1307.899491
base64url,b64veryfast-url,encode,91,500000,4,33230,1305.813464
base64url,b64veryfast-url,encode,91,500000,5,29356,1478.136715
base64url,b64veryfast-url,decode,91,500000,1,35438,1224.453451
base64url,b64veryfast-url,decode,91,500000,2,35498,1222.383836
base64url,b64veryfast-url,decode,91,500000,3,34984,1240.343626
base64url,b64veryfast-url,decode,91,500000,4,34967,1240.946647
base64url,b64veryfast-url,decode,91,500000,5,34868,1244.470041
base64url,b64veryfast-url-trusted,decode,91,500000,1,31735,1367.328861
base64url,b64veryfast-url-trusted,decode,91,500000,2,32688,1327.465168
base64url,b64veryfast-url-trusted,decode,91,500000,3,33196,1307.150904
base64url,b64veryfast-url-trusted,decode,91,500000,4,33134,1309.596831
base64url,b64veryfast-url-trusted,decode,91,500000,5,33982,1276.916644
standard,otp-base64,encode,128,500000,1,104787,582.468782
standard,otp-base64,encode,128,500000,2,111857,545.653435
standard,otp-base64,encode,128,500000,3,105254,579.884434
standard,otp-base64,encode,128,500000,4,104448,584.359263
standard,otp-base64,encode,128,500000,5,100587,606.789707
standard,otp-base64,decode,128,500000,1,146948,415.352072
standard,otp-base64,decode,128,500000,2,138357,441.142524
standard,otp-base64,decode,128,500000,3,146806,415.753826
standard,otp-base64,decode,128,500000,4,138595,440.384980
standard,otp-base64,decode,128,500000,5,146506,416.605165
standard,b64fast,encode,128,500000,1,122398,498.661385
standard,b64fast,encode,128,500000,2,117480,519.536570
standard,b64fast,encode,128,500000,3,121936,500.550750
standard,b64fast,encode,128,500000,4,121116,503.939663
standard,b64fast,encode,128,500000,5,121572,502.049454
standard,b64fast,decode,128,500000,1,125226,487.400031
standard,b64fast,decode,128,500000,2,121017,504.351920
standard,b64fast,decode,128,500000,3,123016,496.156242
standard,b64fast,decode,128,500000,4,123200,495.415229
standard,b64fast,decode,128,500000,5,122034,500.148780
standard,b64veryfast,encode,128,500000,1,31600,1931.492286
standard,b64veryfast,encode,128,500000,2,31470,1939.471123
standard,b64veryfast,encode,128,500000,3,31365,1945.963853
standard,b64veryfast,encode,128,500000,4,31256,1952.750072
standard,b64veryfast,encode,128,500000,5,31434,1941.692316
standard,b64veryfast,decode,128,500000,1,36280,1682.336170
standard,b64veryfast,decode,128,500000,2,36341,1679.512293
standard,b64veryfast,decode,128,500000,3,36445,1674.719612
standard,b64veryfast,decode,128,500000,4,36197,1686.193780
standard,b64veryfast,decode,128,500000,5,35956,1697.495724
standard,b64veryfast-trusted,decode,128,500000,1,34174,1786.011478
standard,b64veryfast-trusted,decode,128,500000,2,35983,1696.222001
standard,b64veryfast-trusted,decode,128,500000,3,37842,1612.894568
standard,b64veryfast-trusted,decode,128,500000,4,37635,1621.765810
standard,b64veryfast-trusted,decode,128,500000,5,35652,1711.970051
base64url,otp-base64-url,encode,128,500000,1,114820,531.572516
base64url,otp-base64-url,encode,128,500000,2,103424,590.144998
base64url,otp-base64-url,encode,128,500000,3,106124,575.130567
base64url,otp-base64-url,encode,128,500000,4,106281,574.280974
base64url,otp-base64-url,encode,128,500000,5,101954,598.653866
base64url,otp-base64-url,decode,128,500000,1,137656,443.389000
base64url,otp-base64-url,decode,128,500000,2,130140,468.996129
base64url,otp-base64-url,decode,128,500000,3,136939,445.710544
base64url,otp-base64-url,decode,128,500000,4,136839,446.036263
base64url,otp-base64-url,decode,128,500000,5,136969,445.612922
base64url,b64rs,encode,128,500000,1,43125,1415.307971
base64url,b64rs,encode,128,500000,2,45415,1343.942668
base64url,b64rs,encode,128,500000,3,45345,1346.017339
base64url,b64rs,encode,128,500000,4,45016,1355.854724
base64url,b64rs,encode,128,500000,5,44721,1364.798557
base64url,b64rs,decode,128,500000,1,61202,997.273884
base64url,b64rs,decode,128,500000,2,60765,1004.445919
base64url,b64rs,decode,128,500000,3,60593,1007.297151
base64url,b64rs,decode,128,500000,4,60487,1009.062381
base64url,b64rs,decode,128,500000,5,60398,1010.549294
base64url,b64veryfast-url,encode,128,500000,1,32648,1869.491431
base64url,b64veryfast-url,encode,128,500000,2,34269,1781.060324
base64url,b64veryfast-url,encode,128,500000,3,34899,1748.908457
